subH_file,sub_file,cat_file,catH_file,ts_file,DH,DG,subH_HOMO,subH_LUMO,subH_CP,subH_Hard,subH_Soft,subH_Ephil,subH_Q,subH_FukP,subH_FukM,subH_FukD,subH_BO,subH_BOH,subH_BOX,subH_BV3,subH_BV4,subH_BV5,sub_SOMO,sub_IE,sub_EA,sub_Eneg,sub_Soft,sub_Q,sub_Fuk0,sub_BO,sub_BV3,sub_BV4,sub_BV5,cat_SOMO,cat_IE,cat_EA,cat_Eneg,cat_Soft,cat_Q,cat_Fuk0,cat_BO,cat_BV3,cat_BV4,cat_BV5,catH_HOMO,catH_LUMO,catH_CP,catH_Hard,catH_Soft,catH_Ephil,catH_Q,catH_FukP,catH_FukM,catH_FukD,catH_BO,catH_BOH,catH_BOX,catH_BV3,catH_BV4,catH_BV5,DHdd,DGdd
PRE-D1b,POST-D1b-H1,PRE-N2,POST-N2,,-23.40896777,-23.08140783,-0.346079,0.014628,-0.1657255,0.1803535,5.544666447,0.076141969,-0.35938,-0.0392,-0.01698,-0.02222,0.97345,0.8825,1.003766667,0.608965286,0.329099683,0.172641197,-0.270601,0.310338151,0.0628283,0.186583226,4.040243231,-0.03937,0.353245,1.162566667,0.586114422,0.315642263,0.16497627,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,18.3
PRE-D1c,POST-D1c-H1,PRE-N2,POST-N2,,-29.08398332,-28.7382256,-0.311047,0.041788,-0.1346295,0.1764175,5.668371902,0.05136991,-0.09037,-0.07065,-0.01724,-0.05341,0.9808,0.8965,1.0089,0.608276222,0.308131866,0.161714389,-0.193368,0.233167764,-0.014119377,0.109524194,4.043881926,0.19864,0.27319,1.1854,0.579661427,0.292928744,0.153304453,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,13.4
PRE-D1d,POST-D1d-H1,PRE-N2,POST-N2,,-21.61011211,-20.44545453,-0.348214,-0.026289,-0.1872515,0.1609625,6.212627165,0.108917059,-0.13578,-0.05148,0.01943,-0.07091,0.94315,0.9062,0.955466667,0.648744785,0.352418379,0.183891236,-0.285787,0.324869758,0.079676347,0.202273053,4.078413021,0.18047,0.310825,1.128666667,0.621303263,0.335411365,0.174811185,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,20.6
PRE-D1e,POST-D1e-H1,PRE-N2,POST-N2,,-22.51934007,-21.56803572,-0.276139,0.028276,-0.1239315,0.1522075,6.569978483,0.050454205,-0.35184,-0.03285,-0.03993,0.00708,0.97975,0.9041,1.004966667,0.662386397,0.38219617,0.207964113,-0.215503,0.249916643,0.01473245,0.132324547,4.251986442,-0.13785,0.290185,1.175633333,0.636341627,0.367260722,0.199378764,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,14.8
PRE-D1f,POST-D1f-H1,PRE-N2,POST-N2,,-24.22219934,-23.23826449,-0.32353,0.038862,-0.142334,0.181196,5.518885627,0.055903462,0.05402,-0.04098,-0.01324,-0.02774,0.96335,0.9139,0.979833333,0.638176028,0.356414096,0.188239097,-0.205731,0.243052662,-0.00808533,0.117483666,3.981874634,0.33072,0.318925,1.146033333,0.606367327,0.34181615,0.18008341,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,14.4
PRE-D1h,POST-D1h-H1,PRE-N2,POST-N2,,-24.4870259,-24.66272856,-0.329417,0.03046,-0.1494785,0.1799385,5.557454352,0.062087385,0.05495,-0.05816,-0.0064,-0.05176,0.968,0.9172,0.984933333,0.587837083,0.295931351,0.155176831,-0.20795,0.249381259,-0.01296008,0.118210589,3.811827765,0.32858,0.315605,1.150933333,0.556996797,0.280860127,0.147113778,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,14.6
PRE-D1j,POST-D1j-H1,PRE-N2,POST-N2,,-19.10374077,-18.36265209,-0.332625,0.014034,-0.1592955,0.1733295,5.769358361,0.073198897,-0.1793,-0.07932,0.03867,-0.11799,0.9802,0.9078,1.004333333,0.616116657,0.318458662,0.16646826,-0.239798,0.278914106,0.022388071,0.150651089,3.898239802,0.03338,0.31145,1.178266667,0.589420069,0.30272795,0.15828498,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,18.4
PRE-D1k,POST-D1k-H1,PRE-N2,POST-N2,,-16.55477911,-16.79135018,-0.339689,0.02359,-0.1580495,0.1816395,5.505410442,0.068761598,-0.33971,-0.05657,-0.03174,-0.02483,0.9686,0.9036,0.990266667,0.686810936,0.381152629,0.198753981,-0.268929,0.309766826,0.045946069,0.177856447,3.790452318,-0.02564,0.387715,1.1531,0.663513111,0.367571069,0.191258554,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,20.1
PRE-D1l,POST-D1l-H1,PRE-N2,POST-N2,,-24.72602042,-23.55822529,-0.312024,0.004932,-0.153546,0.158478,6.310024104,0.074383744,-0.35934,0.0555,-0.0338,0.0893,0.965125,0.9086,0.983966667,0.672806168,0.391917789,0.208868768,-0.264243,0.301484597,0.058297905,0.179891251,4.112067119,0.01672,0.34845,1.1517,0.645969905,0.377184067,0.200417442,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,17.3
PRE-D1m,POST-D1m-H1,PRE-N2,POST-N2,,-19.69402826,-19.04957603,-0.312668,0.043116,-0.134776,0.177892,5.621388258,0.051055051,-0.25599,-0.04076,-0.03202,-0.00874,0.973425,0.9075,0.9954,0.756713722,0.492221929,0.267803365,-0.224055,0.257729478,0.012452572,0.135091025,4.077024683,0.1199,0.405045,1.151833333,0.733918728,0.479493824,0.259541248,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,18
PRE-D1n,POST-D1n-H1,PRE-N2,POST-N2,,-26.42556392,-26.01642775,-0.279235,0.040456,-0.1193895,0.1598455,6.25604099,0.044586343,-0.08955,-0.05418,-0.02222,-0.03196,0.97285,0.898,0.9978,0.702221767,0.424182236,0.226323279,-0.186602,0.219767185,-0.011441521,0.104162832,4.325096651,0.18809,0.275405,1.1752,0.662768176,0.408331264,0.217700482,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,11
PRE-E1a,POST-E1a-H1,PRE-N2,POST-N2,,-13.48845221,-13.53677043,-0.327689,0.060942,-0.1333735,0.1943155,5.146269855,0.045772186,-0.47886,-0.07416,0.14993,-0.22409,0.970725,0.8998,1.04165,0.470873063,0.240057259,0.128427438,-0.247315,0.294010582,0.015318148,0.154664365,3.588184959,-0.15454,0.464635,1.099866667,0.442072035,0.225847247,0.120476727,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,18.3
PRE-E1b,POST-E1b-H1,PRE-N2,POST-N2,,-16.25331728,-15.48399068,-0.359817,0.035471,-0.162173,0.197644,5.059602113,0.066533975,-0.56991,-0.05736,0.18181,-0.23917,0.956025,0.8691,1.04295,0.440274881,0.241643908,0.129659267,-0.300016,0.346561979,0.079608351,0.213085165,3.745968944,-0.25822,0.417565,1.1135,0.411725268,0.227263205,0.121495695,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,20.4
PRE-E1c,POST-E1c-H1,PRE-N2,POST-N2,,-22.38589453,-22.0388818,-0.320287,0.048978,-0.1356545,0.1846325,5.416164543,0.049834518,-0.29607,-0.0614,0.09898,-0.16038,0.968575,0.9011,1.03605,0.441336412,0.221017473,0.118665447,-0.20706,0.253293065,-0.016435875,0.118428595,3.707425684,-0.08173,0.36222,1.114966667,0.40525365,0.204487617,0.109609047,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,15.3
PRE-E1d,POST-E1d-H1,PRE-N2,POST-N2,,-13.39880997,-12.06409733,-0.364516,-0.034311,-0.1994135,0.1651025,6.056843476,0.120427444,-0.36377,-0.02332,0.04309,-0.06641,0.925725,0.8869,0.96455,0.476422825,0.264244926,0.140712213,-0.320182,0.364546803,0.098369315,0.231458059,3.756891717,-0.0327,0.36535,1.07,0.449716925,0.248207746,0.131896266,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,22.6
PRE-E1e,POST-E1e-H1,PRE-N2,POST-N2,,-19.14302537,-18.8800989,-0.285215,0.041798,-0.1217085,0.1635065,6.115964809,0.045297768,-0.59304,-0.03494,0.11891,-0.15385,0.96125,0.8919,1.0306,0.499273689,0.297242567,0.164779178,-0.226044,0.265463834,0.020662322,0.143063078,4.08494209,-0.43812,0.337765,1.111633333,0.471599374,0.281729098,0.155705039,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16.1
PRE-E1f,POST-E1f-H1,PRE-N2,POST-N2,,-18.32075202,-18.34020482,-0.329376,0.048617,-0.1403795,0.1889965,5.291103274,0.052134309,-0.14576,-0.06134,0.1322,-0.19354,0.955125,0.9037,1.00655,0.473554827,0.269753585,0.145420753,-0.227444,0.270216295,0.001011536,0.135613916,3.714644584,0.07498,0.40924,1.079733333,0.437658299,0.253844423,0.136510202,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16.8
PRE-E1h,POST-E1h-H1,PRE-N2,POST-N2,,-18.80279915,-18.18030976,-0.33148,0.03549,-0.147995,0.183485,5.450036788,0.05968477,-0.13957,-0.07127,0.09844,-0.16971,0.959625,0.9084,1.01085,0.415934148,0.208196263,0.111987954,-0.232426,0.281090306,-0.003739755,0.138675275,3.510865379,0.08247,0.404615,1.085366667,0.381844085,0.192407361,0.103313913,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16.2
PRE-E1i,POST-E1i-H1,PRE-N2,POST-N2,,-9.493649742,-9.445331513,-0.329937,0.076521,-0.126708,0.203229,4.920557598,0.039499573,-0.68035,-0.07421,0.34618,-0.42039,0.956575,0.9129,1.0876,0.337287694,0.174236546,0.094836965,-0.266306,0.320390569,0.023890342,0.172140456,3.3726787,-0.35344,0.529095,1.075166667,0.301810191,0.158044193,0.085912617,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,19.7
PRE-E1j,POST-E1j-H1,PRE-N2,POST-N2,,-12.95760304,-12.3388787,-0.347584,0.013065,-0.1672595,0.1803245,5.545558147,0.077570547,-0.42834,-0.10427,0.15774,-0.26201,0.965925,0.8968,1.03505,0.445116955,0.230316244,0.123222226,-0.265444,0.311191159,0.036768524,0.173979841,3.644014277,-0.21858,0.387045,1.102066667,0.41489124,0.21394932,0.114392482,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,19.7
PRE-E1k,POST-E1k-H1,PRE-N2,POST-N2,,-8.844738436,-9.149080528,-0.354702,0.045861,-0.1544205,0.2002815,4.992972391,0.059530438,-0.55563,-0.08124,0.12263,-0.20387,0.951275,0.8895,1.01305,0.519759386,0.293828751,0.155805556,-0.300516,0.349274652,0.062555563,0.205915107,3.487734296,-0.24316,0.467205,1.083233333,0.491666046,0.279343306,0.147726735,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,21.9
PRE-E1l,POST-E1l-H1,PRE-N2,POST-N2,,-16.91079661,-15.79884983,-0.325956,0.015976,-0.15499,0.170966,5.849116199,0.070253442,-0.58683,0.05498,-0.01992,0.0749,0.9478,0.88465,1.01095,0.507570396,0.305474521,0.165863186,-0.291728,0.335610249,0.071925944,0.203768096,3.792413811,-0.2094,0.40623,1.0997,0.478806615,0.291035628,0.157677935,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,19
PRE-E1m,POST-E1m-H1,PRE-N2,POST-N2,,-12.14774308,-12.42572978,-0.325903,0.053674,-0.1361145,0.1897885,5.269023149,0.04881001,-0.48485,-0.04092,0.07849,-0.11941,0.9586,0.8981,1.0191,0.600091254,0.407148067,0.224693324,-0.245655,0.283913563,0.021925419,0.152919491,3.816966618,-0.14458,0.4677,1.0842,0.575154574,0.394505307,0.216933793,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,18
PRE-E1n,POST-E1n-H1,PRE-N2,POST-N2,,-22.90908432,-23.09796467,-0.28673,0.057447,-0.1146415,0.1720885,5.810963545,0.038185798,-0.29827,-0.04673,0.11196,-0.15869,0.96,0.8997,1.0203,0.538932136,0.338805785,0.184391851,-0.194678,0.231801005,-0.011328639,0.110236183,4.113031976,-0.10751,0.3431,1.1104,0.499981377,0.322601794,0.174953092,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,15.3
PRE-F1a,POST-F1a-H1,PRE-N2,POST-N2,,-16.71643747,-16.73275272,-0.29541,0.021171,-0.1371195,0.1582905,6.317498523,0.059390037,-0.23311,-0.04635,-0.01043,-0.03592,0.98295,0.9116,1.006733333,0.67193087,0.381044007,0.230487843,-0.213277,0.24360249,0.022003161,0.132802826,4.512649043,0.12545,0.36854,1.119066667,0.648186085,0.369312892,0.224646022,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16.2
PRE-F1b,POST-F1b-H1,PRE-N2,POST-N2,,-21.12676227,-20.1478475,-0.315807,0.004205,-0.155801,0.160006,6.249765634,0.075853254,-0.3413,-0.03483,-0.01306,-0.02177,0.971525,0.8802,1.001966667,0.641630662,0.382533673,0.231713759,-0.254701,0.285322438,0.068592895,0.176957666,4.614045626,-0.00854,0.331465,1.134433333,0.619468862,0.371178853,0.225887705,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,19.3
PRE-F1c,POST-F1c-H1,PRE-N2,POST-N2,,-25.09795344,-24.95676381,-0.293594,0.023154,-0.13522,0.158374,6.31416773,0.057725537,-0.05946,-0.04993,-0.02068,-0.02925,0.97885,0.909,1.002133333,0.644424166,0.362058531,0.220812573,-0.181219,0.212866166,-0.001047242,0.105909462,4.674788782,0.21078,0.269235,1.148,0.613881853,0.349066631,0.214160701,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,12.6
PRE-F1d,POST-F1d-H1,PRE-N2,POST-N2,,-13.74477916,-12.92399677,-0.320625,-0.028082,-0.1743535,0.1462715,6.836601799,0.103913418,-0.10818,-0.05605,0.01538,-0.07143,0.940625,0.9062,0.9521,0.681047005,0.406523493,0.243509744,-0.268334,0.298484863,0.085700984,0.192092924,4.699604146,0.23977,0.280525,1.095166667,0.649582837,0.389248805,0.234745041,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,22.1
PRE-F1e,POST-F1e-H1,PRE-N2,POST-N2,,-18.06405045,-17.52815736,-0.275731,0.014395,-0.130668,0.145063,6.893556593,0.058850728,-0.32355,-0.02943,-0.02396,-0.00547,0.97715,0.9061,1.000833333,0.697295888,0.436553442,0.26730275,-0.207965,0.234981508,0.030231306,0.132606407,4.884000066,-0.11137,0.285035,1.133866667,0.668504172,0.421532649,0.259708776,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,15.8
PRE-F1f,POST-F1f-H1,PRE-N2,POST-N2,,-19.66149315,-18.84698586,-0.296336,0.022293,-0.1370215,0.1593145,6.276892562,0.058923988,0.08501,-0.0503,-0.01737,-0.03293,0.9603,0.9104,0.976933333,0.671446663,0.410472658,0.247554082,-0.195625,0.224529156,0.008486003,0.116507579,4.628704896,0.35374,0.308545,1.1035,0.637682509,0.39676696,0.240705118,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,14.9
PRE-F1h,POST-F1h-H1,PRE-N2,POST-N2,,-21.40088727,-20.94280536,-0.296462,0.021575,-0.1374435,0.1590185,6.288576486,0.059397855,0.08623,-0.05266,-0.02004,-0.03262,0.965,0.9123,0.982566667,0.619962381,0.349749395,0.214623869,-0.19716,0.228905943,0.006631132,0.117768538,4.498935329,0.35286,0.293655,1.111033333,0.592576728,0.337502328,0.208309025,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,14.4
PRE-F1j,POST-F1j-H1,PRE-N2,POST-N2,,-14.68283867,-14.94702016,-0.308011,3.40E-05,-0.1539885,0.1540225,6.492557906,0.076977254,-0.15035,-0.07115,0.02061,-0.09176,0.97755,0.9073,1.000966667,0.649675954,0.372924555,0.226429709,-0.225499,0.255142062,0.036266269,0.145704166,4.568801265,0.0794,0.29732,1.129433333,0.622402041,0.357884365,0.218875154,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,20.1
PRE-F1k,POST-F1k-H1,PRE-N2,POST-N2,,-11.05810615,-10.77384436,-0.312802,0.008251,-0.1522755,0.1605265,6.229501048,0.072224299,-0.31438,-0.0519,-0.02234,-0.02956,0.966425,0.9031,0.987533333,0.719895337,0.435079294,0.258151745,-0.252539,0.282626718,0.056989912,0.169808315,4.431901061,0.01918,0.366875,1.0965,0.692658671,0.422215412,0.251706821,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,21.8
PRE-F1l,POST-F1l-H1,PRE-N2,POST-N2,,-17.21836786,-16.80044656,-0.30112,0.003283,-0.1489185,0.1522015,6.570237481,0.072853157,-0.33741,0.00126,-0.02829,0.02955,0.96265,0.9044,0.982066667,0.7063934,0.445208243,0.267635836,-0.251583,0.27995355,0.065431786,0.172692668,4.661531685,0.05856,0.321345,1.120633333,0.670860027,0.430140898,0.259736369,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,19.7
PRE-F1m,POST-F1m-H1,PRE-N2,POST-N2,,-8.280353909,-8.264038663,-0.294418,0.021671,-0.1363735,0.1580445,6.327331859,0.05883701,-0.22862,-0.05032,-0.02089,-0.02943,0.97085,0.9076,0.991933333,0.787768176,0.544810223,0.326554666,-0.218793,0.242225469,0.014411712,0.12831859,4.38955054,0.15528,0.455465,1.0603,0.76096916,0.532210136,0.3193194,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,20.2
PRE-F1n,POST-F1n-H1,PRE-N2,POST-N2,,-19.08424844,-19.21100536,-0.279799,0.021148,-0.1293255,0.1504735,6.645688443,0.055574852,-0.05984,-0.05469,-0.00785,-0.04684,0.970025,0.8987,0.9938,0.737568906,0.478066228,0.285472707,-0.188784,0.214616272,0.009220439,0.111918355,4.868647944,0.22026,0.30324,1.118533333,0.700936755,0.465326485,0.279305683,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,10.4
PRE-G1a,POST-G1a-H1,PRE-N2,POST-N2,,-15.17882278,-14.44149915,-0.295367,0.021842,-0.1367625,0.1586045,6.304991346,0.05896422,-0.41285,-0.0514,-0.01233,-0.03907,0.971325,0.9235,1.01915,0.543019964,0.31706598,0.197746839,-0.221021,0.254333307,0.025238734,0.13978602,4.365009554,-0.0695,0.3674,1.097966667,0.517319726,0.305629694,0.192025244,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16.5
