subH_file,sub_file,cat_file,catH_file,ts_file,DH,DG,subH_HOMO,subH_LUMO,subH_CP,subH_Hard,subH_Soft,subH_Ephil,subH_Q,subH_FukP,subH_FukM,subH_FukD,subH_BO,subH_BOH,subH_BOX,subH_BV3,subH_BV4,subH_BV5,sub_SOMO,sub_IE,sub_EA,sub_Eneg,sub_Soft,sub_Q,sub_Fuk0,sub_BO,sub_BV3,sub_BV4,sub_BV5,cat_SOMO,cat_IE,cat_EA,cat_Eneg,cat_Soft,cat_Q,cat_Fuk0,cat_BO,cat_BV3,cat_BV4,cat_BV5,catH_HOMO,catH_LUMO,catH_CP,catH_Hard,catH_Soft,catH_Ephil,catH_Q,catH_FukP,catH_FukM,catH_FukD,catH_BO,catH_BOH,catH_BOX,catH_BV3,catH_BV4,catH_BV5,DHdd,DGdd
PRE-G1b,POST-G1b-H1,PRE-N2,POST-N2,,-18.5559112,-16.70224823,-0.316387,0.000427,-0.15798,0.158407,6.312852336,0.078777076,-0.52878,-0.04215,-0.01078,-0.03137,0.9564,0.8823,1.0305,0.510941225,0.317729346,0.198560831,-0.263876,0.297219686,0.074430062,0.185824874,4.488539377,-0.20483,0.334715,1.1133,0.487857569,0.307658587,0.193345763,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,20.1
PRE-G1c,POST-G1c-H1,PRE-N2,POST-N2,,-24.78646589,-23.23275245,-0.297992,0.016908,-0.140542,0.15745,6.35122261,0.062724845,-0.23371,-0.06069,-0.02181,-0.03888,0.966775,0.914,1.01955,0.511686159,0.297067997,0.187527593,-0.187227,0.221798913,-6.86E-05,0.110865154,4.507194244,0.01725,0.273455,1.1274,0.480492029,0.284336013,0.181187127,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,12.8
PRE-G1d,POST-G1d-H1,PRE-N2,POST-N2,,-14.10582551,-12.31177594,-0.323922,-0.032043,-0.1779825,0.1459395,6.852154489,0.108530488,-0.28961,-0.05841,0.00752,-0.06593,0.927675,0.91575,0.9396,0.551745009,0.342359258,0.210780565,-0.279483,0.31211097,0.094886454,0.203498712,4.603531951,0.04095,0.26555,1.0826,0.524890122,0.327873813,0.203557125,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,23.9
PRE-G1e,POST-G1e-H1,PRE-N2,POST-N2,,-19.04397175,-18.71452928,-0.276518,0.011852,-0.132333,0.144185,6.93553421,0.060727617,-0.52365,-0.04219,-0.02299,-0.0192,0.9631,0.915,1.0112,0.571820992,0.374014648,0.234394217,-0.206419,0.236310188,0.027081483,0.131695836,4.779458918,-0.35361,0.284325,1.117233333,0.54792722,0.361806375,0.227149097,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,15.4
PRE-G1f,POST-G1f-H1,PRE-N2,POST-N2,,-20.50704961,-19.14033398,-0.305159,0.014829,-0.145165,0.159994,6.250234384,0.065855211,-0.08169,-0.02756,0.01337,-0.04093,0.95205,0.9277,0.9764,0.546949493,0.34714636,0.215020025,-0.202194,0.233751169,0.010954304,0.122352737,4.488393497,0.15559,0.320535,1.083233333,0.514991806,0.334585066,0.208537653,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,14.7
PRE-G1h,POST-G1h-H1,PRE-N2,POST-N2,,-21.26189455,-19.21119361,-0.304952,0.013112,-0.14592,0.159032,6.288042658,0.066944534,-0.0769,-0.0541,0.02986,-0.08396,0.956375,0.9326,0.98015,0.489924762,0.285771367,0.181817823,-0.205278,0.240154602,0.008120747,0.124137674,4.309715925,0.16154,0.30731,1.0874,0.459214839,0.273198436,0.175504951,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,14.5
PRE-G1i,POST-G1i-H1,PRE-N2,POST-N2,,-11.72758094,-9.833757365,-0.295246,0.021351,-0.1369475,0.1582985,6.317179253,0.059238141,-0.62038,-0.0549,-0.00849,-0.04641,0.9586,0.9324,1.0372,0.409946737,0.251485786,0.164113005,-0.231361,0.268072404,0.029820248,0.148946326,4.197233791,-0.28097,0.39775,1.076333333,0.379199568,0.238846906,0.15777451,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,17.9
PRE-G1j,POST-G1j-H1,PRE-N2,POST-N2,,-13.61432308,-12.38942459,-0.311038,-0.004741,-0.1578895,0.1531485,6.52961015,0.081388633,-0.35043,-0.07518,0.02765,-0.10283,0.964525,0.9204,1.00865,0.518530244,0.308205574,0.193410804,-0.234143,0.266828266,0.040040544,0.153434405,4.409409783,-0.14802,0.307065,1.101366667,0.492140942,0.294647291,0.18643373,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,19.7
PRE-G1k,POST-G1k-H1,PRE-N2,POST-N2,,-9.175158567,-8.217579117,-0.315081,0.005482,-0.1547995,0.1602815,6.239023219,0.074752499,-0.49737,-0.05682,-0.02348,-0.03334,0.952725,0.9123,0.99315,0.592800209,0.371279716,0.225511258,-0.261963,0.295378988,0.063320255,0.179349622,4.309253899,-0.18576,0.36675,1.077433333,0.568990241,0.360479641,0.220136546,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,22.7
PRE-G1l,POST-G1l-H1,PRE-N2,POST-N2,,-17.44177002,-15.89935174,-0.297813,0.015396,-0.1412085,0.1566045,6.385512549,0.063663051,-0.52568,-0.04248,-0.02225,-0.02023,0.9496,0.9052,0.994,0.580313245,0.382696605,0.235533411,-0.257298,0.288397982,0.070156739,0.17927736,4.582085339,-0.14186,0.315015,1.106933333,0.554510578,0.370930575,0.228877598,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,19.2
PRE-G1m,POST-G1m-H1,PRE-N2,POST-N2,,-10.87827198,-10.20118926,-0.294472,0.020739,-0.1368665,0.1576055,6.344956236,0.059428252,-0.41438,-0.05382,-0.02344,-0.03038,0.9592,0.9216,0.9968,0.670515495,0.483605921,0.294359607,-0.221229,0.249505176,0.03057085,0.140038013,4.567579777,-0.05197,0.3927,1.080266667,0.644852503,0.473263609,0.288222147,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,19.7
PRE-G1n,POST-G1n-H1,PRE-N2,POST-N2,,-19.62202155,-19.39737316,-0.280881,0.01889,-0.1309955,0.1498855,6.671759443,0.057243099,-0.23507,-0.05849,-0.00665,-0.05184,0.9588,0.9142,1.0034,0.615893176,0.416132611,0.253358456,-0.176062,0.204921117,-0.00066793,0.102126594,4.864072355,0.00263,0.26186,1.1208,0.567621424,0.400599746,0.246174435,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,9.1
PRE-H1a,POST-H1a-H1,PRE-N2,POST-N2,,-16.46229739,-17.01011316,-0.326918,0.058809,-0.1340545,0.1928635,5.185014272,0.046588932,-0.29816,-0.06074,0.10491,-0.16565,0.982975,0.8861,1.015266667,0.601041046,0.304908137,0.161647378,-0.233402,0.274633893,0.01140326,0.143018576,3.79894995,0.02866,0.428935,1.124733333,0.578190182,0.29166796,0.154374665,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16.8
PRE-H1b,POST-H1b-H1,PRE-N2,POST-N2,,-19.98205636,-20.29141853,-0.355923,0.033558,-0.1611825,0.1947405,5.13503868,0.066703635,-0.38698,-0.04029,0.11226,-0.15255,0.971625,0.858,1.0095,0.570116955,0.30600211,0.162672259,-0.282097,0.323384308,0.069612817,0.196498562,3.94055296,-0.07684,0.394685,1.136966667,0.547247467,0.29330504,0.155417284,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,19.4
PRE-H1c,POST-H1c-H1,PRE-N2,POST-N2,,-24.36307333,-24.65110018,-0.313511,0.049821,-0.131845,0.181666,5.504607356,0.047843581,-0.12335,-0.05652,0.08036,-0.13688,0.981925,0.888,1.013233333,0.572510057,0.285526969,0.1517218,-0.198746,0.239888369,-0.015528691,0.112179839,3.91516526,0.11474,0.32947,1.1399,0.543057211,0.270932903,0.143692252,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,13.8
PRE-H1d,POST-H1d-H1,PRE-N2,POST-N2,,-18.55151361,-17.57134382,-0.359787,-0.032086,-0.1959365,0.1638505,6.103124495,0.117152868,-0.17213,-0.00589,0.04217,-0.04806,0.941375,0.8819,0.9612,0.608909416,0.329444944,0.174105594,-0.299545,0.339625553,0.089239612,0.214432582,3.993834462,0.15383,0.347755,1.098133333,0.585183254,0.313574576,0.165504478,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,20.9
PRE-H1e,POST-H1e-H1,PRE-N2,POST-N2,,-20.62267513,-21.75972229,-0.283319,0.037336,-0.1229915,0.1603275,6.237233163,0.047175029,-0.40166,-0.02052,0.0977,-0.11822,0.976225,0.8796,1.008433333,0.626182583,0.360126622,0.197871007,-0.216751,0.25300896,0.015538724,0.134273842,4.211054054,-0.21552,0.305365,1.142833333,0.601348331,0.345501521,0.189488663,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,15.5
PRE-H1f,POST-H1f-H1,PRE-N2,POST-N2,,-19.98337601,-20.55378212,-0.335228,0.05519,-0.140019,0.195209,5.122714629,0.050216231,0.01881,-0.04912,0.10367,-0.15279,0.965225,0.8911,0.989933333,0.600640644,0.333293247,0.178309577,-0.2144,0.253467394,-0.004162257,0.124652569,3.881540794,0.26816,0.352745,1.1141,0.569595501,0.319040562,0.170171628,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16
PRE-H1h,POST-H1h-H1,PRE-N2,POST-N2,,-20.13015173,-20.47151688,-0.336965,0.047115,-0.144925,0.19204,5.20724849,0.054684586,0.02194,-0.05357,0.09639,-0.14996,0.96975,0.8938,0.995066667,0.548476609,0.272841537,0.145282788,-0.218997,0.261817882,-0.006810659,0.127503612,3.722612632,0.2677,0.362105,1.1103,0.519992178,0.258705232,0.137328135,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16
PRE-H1j,POST-H1j-H1,PRE-N2,POST-N2,,-15.61918445,-15.55831603,-0.345717,0.016801,-0.164458,0.181259,5.516967433,0.074607147,-0.2328,-0.08418,0.14446,-0.22864,0.979975,0.8817,1.012733333,0.576514079,0.29512057,0.156509177,-0.250944,0.29113968,0.030367829,0.160753754,3.834769728,-0.01123,0.357435,1.131166667,0.552955527,0.280670039,0.148489483,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,19.1
PRE-H1k,POST-H1k-H1,PRE-N2,POST-N2,,-12.658463,-13.52505358,-0.350597,0.049355,-0.150621,0.199976,5.000600072,0.056723521,-0.37342,-0.06295,0.08172,-0.14467,0.96585,0.8773,0.995366667,0.648679604,0.358136522,0.188830374,-0.280925,0.323325252,0.053403247,0.188364249,3.704773903,-0.05845,0.43792,1.1084,0.626368817,0.345109708,0.181530068,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,20.5
PRE-H1l,POST-H1l-H1,PRE-N2,POST-N2,,-21.59266734,-21.69683392,-0.319699,0.012992,-0.1533535,0.1663455,6.011584323,0.070688104,-0.39999,0.05992,-0.01617,0.07609,0.96155,0.8659,0.993433333,0.633622616,0.368187884,0.198661348,-0.27571,0.314227947,0.065174908,0.189701428,4.015208985,-0.02491,0.3875,1.121266667,0.611768102,0.355638229,0.191047665,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,18.8
PRE-H1m,POST-H1m-H1,PRE-N2,POST-N2,,-15.87570844,-16.23589888,-0.324266,0.054584,-0.134841,0.189425,5.279134222,0.047992861,-0.30313,-0.02676,0.05519,-0.08195,0.970975,0.8828,1.000366667,0.721320024,0.469597635,0.257724055,-0.232384,0.266760475,0.016097862,0.141429168,3.989426217,0.04365,0.453855,1.107066667,0.701998287,0.458378592,0.250266075,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16.5
PRE-H1n,POST-H1n-H1,PRE-N2,POST-N2,,-22.99683336,-23.41851972,-0.284878,0.059235,-0.1128215,0.1720565,5.812044299,0.036989858,-0.12388,-0.04223,0.08466,-0.12689,0.971975,0.8858,1.0007,0.665468564,0.402613121,0.217318123,-0.188968,0.222915691,-0.0112803,0.105817696,4.269927917,0.09048,0.31766,1.1374,0.630689437,0.387134566,0.208334647,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,14.7
PRE-I1a,POST-I1a-H1,PRE-N2,POST-N2,,-11.72582768,-11.25331305,-0.333226,0.016301,-0.1584625,0.1747635,5.722018614,0.071840985,0.44112,0.00569,0.47536,-0.46967,1.2642,0.9056,1.4435,0.420627235,0.223961889,0.118478209,-0.256566,0.305523173,-0.016994169,0.144264502,3.100608463,0.5205,0.457955,1.45575,0.371545367,0.203490628,0.108130854,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,14.2
PRE-I1b,POST-I1b-H1,PRE-N2,POST-N2,,-8.592477746,-8.619460654,-0.36744,-0.016082,-0.191761,0.175679,5.692199978,0.104657589,0.44377,0.00707,0.47267,-0.4656,1.264366667,0.9013,1.4459,0.407711934,0.212579914,0.119510974,-0.299625,0.348878114,0.025644955,0.187261535,3.093742001,0.54311,0.4342,1.44325,0.358527637,0.19229874,0.108972439,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,17.7
PRE-I1c,POST-I1c-H1,PRE-N2,POST-N2,,-10.87602173,-10.28114275,-0.317519,0.010396,-0.1535615,0.1639575,6.099141546,0.071912338,0.43287,-0.03122,0.46969,-0.50091,1.260133333,0.9069,1.43675,0.415403382,0.207719105,0.108347655,-0.26423,0.314285069,-0.01278711,0.150748979,3.057429106,0.5075,0.451995,1.4507,0.363416269,0.187600863,0.098461496,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,13.3
PRE-I1d,POST-I1d-H1,PRE-N2,POST-N2,,-10.69514401,-10.09085239,-0.373324,-0.051904,-0.212614,0.16071,6.222388153,0.140640635,0.42131,0.01594,-0.00469,0.02063,1.2608,0.8984,1.442,0.424631257,0.236197319,0.13107242,-0.303716,0.352076943,0.04131236,0.196694652,3.217869908,0.52831,0.39161,1.4805,0.37394778,0.216742443,0.121016761,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,18.4
PRE-I1e,POST-I1e-H1,PRE-N2,POST-N2,,-11.58966126,-10.92638375,-0.295358,0.001011,-0.1471735,0.1481845,6.748344125,0.073084699,0.42524,-0.02682,0.39659,-0.42341,1.260666667,0.9043,1.43885,0.433654276,0.252614673,0.151607486,-0.264226,0.30568772,0.000486376,0.153087048,3.276525545,0.49994,0.40859,1.44875,0.395979216,0.239750791,0.142667371,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,15.3
PRE-I1f,POST-I1f-H1,PRE-N2,POST-N2,,-11.9042349,-11.00815138,-0.340181,0.003704,-0.1682385,0.1719425,5.815897757,0.082307146,0.42733,0.01019,0.4479,-0.43771,1.260666667,0.9027,1.43965,0.403326132,0.211563528,0.130670351,-0.268844,0.318298466,-0.004931363,0.156683551,3.093773873,0.51797,0.42975,1.44715,0.354262887,0.190727608,0.120058891,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,15
PRE-I1h,POST-I1h-H1,PRE-N2,POST-N2,,-12.63998661,-11.62844135,-0.336336,-0.003799,-0.1700675,0.1662685,6.014368326,0.086976651,0.40826,0.01139,0.4201,-0.40871,1.258866667,0.9031,1.43675,0.405812351,0.200363882,0.102616206,-0.274967,0.326216612,-0.001945662,0.162135475,3.047272887,0.48191,0.44357,1.446,0.359496052,0.179694774,0.09199292,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,13.2
PRE-I1j,POST-I1j-H1,PRE-N2,POST-N2,,-11.36044523,-10.75364358,-0.352676,-0.002272,-0.177474,0.175202,5.707697401,0.089887732,0.41562,0.00609,0.47503,-0.46894,1.265866667,0.8944,1.4516,0.409537023,0.213689405,0.113550897,-0.280246,0.328834478,0.018940009,0.173887243,3.226904963,0.51845,0.39211,1.49995,0.362783075,0.193598318,0.103767226,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16.5
PRE-I1k,POST-I1k-H1,PRE-N2,POST-N2,,-10.88063016,-10.65472675,-0.361368,-0.010043,-0.1857055,0.1756625,5.692734647,0.09816134,0.43481,0.01428,0.47348,-0.4592,1.269433333,0.9036,1.45235,0.435051028,0.252793123,0.145105405,-0.291223,0.342917819,0.012776189,0.177847004,3.029003037,0.53013,0.447135,1.45665,0.392906362,0.23537102,0.134880247,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,16.6
PRE-I1l,POST-I1l-H1,PRE-N2,POST-N2,,-11.46646986,-10.9983478,-0.333865,-0.010229,-0.172047,0.161818,6.179782224,0.091461303,0.44384,-0.00409,0.18224,-0.18633,1.259866667,0.9018,1.4389,0.430357941,0.249041804,0.150937372,-0.268499,0.316616485,-0.002960196,0.156828144,3.129139451,0.54524,0.43316,1.45465,0.38258902,0.221374372,0.136941834,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,14.6
PRE-I1m,POST-I1m-H1,PRE-N2,POST-N2,,-14.20554304,-13.67153249,-0.326966,0.009066,-0.15895,0.168016,5.951814113,0.075186597,0.43891,0.0185,0.40348,-0.38498,1.264433333,0.9041,1.4446,0.482298495,0.310808609,0.204518937,-0.254679,0.297351142,-0.00718023,0.145085456,3.283733933,0.51993,0.41915,1.45235,0.437369636,0.290465365,0.193946895,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,13.9
PRE-I1n,POST-I1n-H1,PRE-N2,POST-N2,,-13.6980046,-12.90169508,-0.297405,0.006994,-0.1452055,0.1521995,6.570323818,0.069266447,0.43257,-0.0388,0.42451,-0.46331,1.2593,0.9012,1.43835,0.442723853,0.260683694,0.167615339,-0.238617,0.277697962,-0.010982546,0.133357708,3.464037135,0.46855,0.38543,1.4186,0.410300581,0.265556142,0.161357652,-0.332788,0.364355713,0.081087833,0.222721773,3.530227289,-0.41611,0.304315,0.95265,0.500670441,0.334662653,0.212030132,-0.326519,-0.019916,-0.1732175,0.1533015,6.523093381,0.097860433,-0.85826,0.16786,0.01135,0.15651,0.8745,0.8096,0.90695,0.549938543,0.352364068,0.220589858,,13.8
